Transcripts	CT1	CT2	CT3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_1737	0.39	0.48	0.5	3.68	3.73	17.8	9.69	3.77	12.58	5.35	1.5	4.07	2.01	1.56	0.68
transcript_1738	10.35	12.6	11.38	22.76	16.6	15.21	20.85	17.34	27.8	29.58	23.22	24.01	15.94	10.93	18.79
transcript_1739	43.89	60.72	52.69	50.1	33.45	42	33.33	29.16	31.84	42.46	21.22	29.81	15.95	15.6	16.59
transcript_174	10.64	11.51	11.71	16.59	16.42	18.81	18.65	22.67	13.6	12.42	20.76	13.53	23.85	18.7	21.72
transcript_1740	5.21	5.58	4.69	8.18	6.54	6.62	8.97	7.61	6.57	8.32	7.54	6.97	14.44	11.71	15.86
transcript_1741	7.53	8.03	7.26	6.66	9.56	6.29	5.64	10.83	8.31	9.43	8.14	8.99	5.87	9.68	6.22
transcript_1742	8.09	10.02	7.06	11.03	5.5	7.03	6.64	13.12	9.07	7.75	7.33	7.56	6.99	3.58	7.29
transcript_1743	1430.76	13.26	1151.48	10.16	273.14	1329.32	258.67	18.43	10.09	24.03	4.94	7.9	881.67	6.26	3.48
transcript_1744	2.1	12.1	0	0	0	9.13	8.3	10.84	9.39	0	0	0	0	0	0
transcript_1745	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0
transcript_1746	80.45	59.58	83.05	77.21	102.8	73.93	74.29	111.28	86.67	75.96	117.74	74.42	81.48	85.17	124.64
transcript_1747	1.63	0.86	1.35	2.13	3.81	0.92	1.88	2.19	2.08	2.26	2.36	4.03	2.33	2.44	2.79
transcript_1748	5.21	7.98	6.9	12.37	10.55	7	14.85	13.68	10.65	9.26	13.54	11.29	18.14	16.45	11.05
transcript_1749	33.32	44.99	43.84	34.44	29.72	35.16	36.07	32.45	30.79	21.59	26.91	27.44	22.06	25.38	19.68
transcript_175	9.9	10.09	13.15	11.78	16.05	13.98	14.12	13.48	12.63	13.85	14.8	12.04	10.37	10.61	12.99
transcript_1750	0	0	0	753.53	0	0	0	403.17	0	2.94	0.02	0	0	0	0
transcript_1751	5.26	5.71	4.79	5.93	4.33	5.11	4.53	3.52	3.56	4.66	3.1	1.46	2.49	2.57	4.4
transcript_1752	1.2	1.35	0.77	2.59	6.68	15.6	5.52	11.13	5.37	10.2	18.64	9.09	32.27	39.23	18.66
transcript_1753	69.85	65.22	95.72	77.52	54.75	52.88	56.92	56.74	62.27	74.21	37.34	57.12	47.29	60.57	71.72
transcript_1754	7.34	5.42	9.25	6.97	5.73	4.57	7.51	6.72	4.73	4.23	4.43	5.14	5.84	5.5	7.65
transcript_1755	0.14	0.52	1.72	1.63	2.23	0.63	0.97	0.47	1.57	0.55	0.76	1.45	1.58	0.4	1.73
transcript_1756	0	0	0	0	0	0	0	0	0	0	0	108.26	1.38	0	84
transcript_1757	0	0	15.69	32.52	135.26	0.19	129.56	5.28	38.98	141.38	197.99	319.81	1.1	0.74	246.54
transcript_1758	7.14	10.79	13.08	6.89	21.37	9.6	9.86	9.8	8.19	5.83	12.85	10.68	14.11	20.45	14.82
transcript_1759	0.18	7.52	0	12.66	0.11	10.6	0	15.44	0.08	0.09	0.19	0	0.27	0.4	0.11
transcript_176	21	12.13	25.29	14.1	23.29	20.04	18.62	30.07	18.65	18.48	36.36	25.19	65.57	74.43	52.37
transcript_1760	198.65	171.47	230.86	223.83	259.78	226.81	289.84	197.06	294.06	230.22	341.74	214.84	369.21	185.53	278.71
transcript_1761	63.52	50.94	38.9	72.66	36.02	60.1	33.44	68.41	58.62	46.98	41.15	34.51	63.72	38.41	42.84
transcript_1762	64.46	46.28	48.39	44.46	0	27.27	0	22.5	47.34	38.23	23.97	35.31	27.76	22.23	0
transcript_1763	52.36	60.51	55.5	35.86	33.33	54.61	18.06	26.07	31.55	24.45	30.24	18.92	4.06	8.36	13.79
transcript_1764	14.05	14.42	19.64	17.66	10.62	10.03	11.92	10.7	12.62	12.12	9.82	10.6	6.96	8.03	11.08
transcript_1765	0.47	0.24	0.36	1.5	0.15	0.29	0.26	1.4	20.81	66.24	82.69	34.02	25.13	30.7	15.64
transcript_1766	7.39	4.1	6.52	13.68	9.85	15.75	16.43	17.8	17.62	33.41	24.86	12.1	12.29	12.48	16.74
transcript_1767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1768	22.72	20.8	29.6	25.48	22.96	22.87	28.13	39.98	28.84	25.51	37.88	34.73	92.62	92.32	77.9
transcript_1769	64.5	38.33	45.89	97.49	87.95	131.96	176.52	157.89	150.87	168.06	116.12	95.61	364.08	163.94	278.73
transcript_177	27.14	58.72	28.98	68.17	69.27	32.69	41.31	29.54	23.64	47.21	48.27	25.22	15.46	38.48	21.09
transcript_1770	98.07	60.89	73.73	79.41	136.86	147.94	50.69	107.99	58.25	43.06	80.64	51.76	18.88	7.41	10.16
transcript_1773	1.09	1.69	2.46	1.62	2.29	1.31	1.3	2.02	1.64	0.72	1.59	1.7	1.73	1.78	1.71
transcript_1774	9.1	8.91	13.49	9.77	9.17	10.25	10.77	11.15	10.73	10.17	10.24	8.51	13.11	11.78	12.78
transcript_1775	0	53.32	60.72	47.73	0	59.44	47.94	42.59	46.72	44.19	52.68	0	40.07	41.09	0
transcript_1776	3.99	3.81	4.42	2.24	1.04	0.49	0.46	0.66	0.98	1.4	0.67	0.99	0.28	0.29	0.42
transcript_1777	41.7	64.03	7.46	1.46	7.16	4.52	8.96	27.9	46.24	34.64	8.22	30.27	0.63	7.75	3.81
transcript_1778	0	0	0	0	0	0	0	0	0	0	0	0	0	71.98	0
transcript_1779	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0
transcript_178	14.99	5.79	7.55	11.41	1.9	13.79	2.01	9.62	1.4	51.84	56.6	9.44	3.19	1.5	47.16
transcript_1780	44.31	45.38	45.04	49.72	39.66	43.93	34.8	44.76	42.64	39.69	31.63	35.73	41.48	47.55	42.68
transcript_1781	4.54	5.19	6.38	4.65	6.02	5.95	5	3.23	5.7	4.08	4.47	3.11	2.34	1.95	2.72
transcript_1782	0.86	0.76	1.05	1.09	0.33	1.1	0.13	0.17	0.69	1.4	0.48	0.68	0.35	0.45	0.53
transcript_1783	72.81	79.99	77.61	80.47	75.1	124.15	65.33	56.47	40.54	42.23	25.8	54.72	12.32	5.46	16.93
transcript_1784	7.2	3.22	6.41	4.83	13.66	4.92	3.26	5.01	4.38	4.41	6.76	3.53	2.7	1.48	3.17
transcript_1785	22.24	29.65	35.14	32.32	32.51	55.14	36.09	48.97	35.51	43.84	60.65	42.68	68.81	86.18	69.36
transcript_1787	38.65	48.3	43.76	39.54	46.2	61.51	41.08	42.29	57.28	44.12	43.7	42.75	39.21	30.07	38.18
transcript_1788	3.36	1.12	0.81	3.81	0.61	5.12	20.17	4.17	11.91	15.64	23.83	8.78	232.29	222.22	45.87
transcript_1789	19.78	13.54	26.72	22.06	12.12	11.48	11.76	13.53	19.15	18.54	7.88	12.66	8.69	11.96	16.18
transcript_179	44.36	123.67	125.2	46.34	40.69	71.42	28.85	58.71	31.23	87.07	34.55	36.82	14.31	22.39	25.29
transcript_1790	0	78.7	0	8.58	106.75	0	0	116.76	44.16	0	44.4	122.3	0	86.35	0
transcript_1791	234.13	224.23	0.41	0.03	153.14	1.06	93.96	0.94	0.83	0.55	1.38	77.23	1.11	32.44	40.29
transcript_1792	43.42	35.81	58.8	60.88	43.56	48.86	43.08	47.18	36.26	36.39	41.58	37.37	52.15	43.22	40.6
transcript_1793	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0
transcript_1794	0	0	0.96	1.06	1.51	11.34	1.18	1.07	0.96	0.83	0.55	0.84	0.65	1.12	1.62
transcript_1795	4.48	4.49	7.06	4.4	6.3	4.77	3.83	2.68	3.55	3.35	2.27	2.36	1.02	1.08	2.6
transcript_1796	12.75	16.09	20.55	19.02	18.15	18.5	18.37	30.56	22.6	18.2	15.97	25.57	19.02	29.95	32.58
transcript_1797	13.03	14.92	14.8	19.6	12.63	17.14	18.36	19.99	14.8	32.05	20.57	11.54	12.37	19.45	20.15
transcript_1798	0	0	2.33	0	120.8	587.7	276.96	0	139.72	0	343.35	3.78	0.01	0	32.54
transcript_1799	4.26	3.08	3.91	3.31	2.33	4.92	3.39	4.06	3.33	5.71	4.17	3.3	2.18	1.23	2.24
transcript_18	0	191.39	258.77	0	0	15.09	0	0	170.81	31.54	144.67	0	0	0	180.88
transcript_180	48.32	64.66	55.15	55.38	30.65	47.39	41.82	33.73	45.39	28.72	40.09	41.83	17.61	12.15	16.38
transcript_1800	0	0	44.05	0	89.65	51.44	39.69	0.27	37.4	0	39.8	43.04	23.76	0	30.99
transcript_1801	10.09	32.57	10.02	8.9	22.13	30.7	23.5	32.95	46.21	46.31	43.88	40.43	11.19	47.28	7.77
transcript_1802	58.84	0	0	79.59	0	66.56	0	82.52	81.93	79.99	72.06	73.25	73.58	0	79.77
transcript_1803	45.38	110.41	76.59	80.25	162.8	79.26	139.72	81.6	91.32	70.4	76.2	70.17	153.45	109.44	82.9
transcript_1804	1.91	1.48	2.26	2.36	1.91	2.6	2.36	2.59	2.31	3.12	2.56	2.55	3.92	2.88	3.21
transcript_1805	16.74	19.27	25.32	5.05	6.08	6.1	13.42	7.42	11.7	14.72	9.3	10.99	2.48	7.09	5.53
transcript_1806	17.39	13.11	24.54	16.44	18.43	10.21	15.61	15.1	16.83	16.22	17	11.73	15	11.47	15.23
transcript_1807	38.69	46.41	71.06	48.69	79.22	53.87	51.94	55.34	63.86	40.09	74.9	42.01	58.66	43.88	31.32
transcript_1808	4.53	43.72	93.41	3.04	93.53	64.77	63.68	5.62	92.46	35.58	49.46	46.55	31.07	48.47	47.78
transcript_1809	9.49	11.23	10.55	7.79	8.19	9.5	7.89	7.23	6.4	9.19	6.63	6.52	4.81	5.46	8.08
transcript_181	105.45	88.06	95.31	88.82	76.38	76.48	69.12	65.12	84.41	85.37	51.51	53.67	30.46	32.27	62.25
transcript_1810	11.66	8.81	10.59	8.65	8.56	6.95	7.11	7.89	12.33	18.37	13.92	7.72	5.93	3.37	10.45
transcript_1811	19.69	23.01	0	0	0	0	0	0	0	19.3	0	0	0	0.06	30.6
transcript_1812	7.58	5.73	9.84	7.82	6.78	7.71	6.94	8.64	8.26	7.91	8.06	6.61	8.82	7.55	7.81
transcript_1813	10.7	15.23	11.18	9.62	8.57	16.47	29.47	8.77	9.44	11.74	7.76	10.8	24.02	10.62	18.42
transcript_1814	8.69	6.55	9.56	56.62	54.49	49.69	38.46	49.03	26.36	25.58	30.89	95.93	29.6	25.12	18.58
transcript_1815	111.93	0.42	0	148.63	175.49	162.43	0	0.12	0.11	0	0.63	0.1	0.11	0.1	0.11
transcript_1816	0	0	0	0	0.75	0	0	0	0	0	2.99	0	0	0	0
transcript_1818	59.44	57.83	53.24	182.18	113.42	320.41	307.12	499.42	209.53	335.65	412.23	375.57	536.46	771.54	682.74
transcript_1819	24.18	25.34	21.2	16.48	15.92	15.94	14.58	17.27	19.78	16.95	10.71	15.59	6.49	6.83	14.61
transcript_182	6.21	7.42	6.57	6.88	7.3	7.28	6.9	8.67	6.41	7.05	7.01	6.28	4.99	3.93	6.7
transcript_1820	2.62	3.03	1.99	3.01	2.12	2.48	2.16	2.21	1.41	2.72	1.96	2.02	1.83	1.52	1.6
transcript_1821	273.87	224.79	284.03	227.34	153.51	162.56	184.2	162.51	171.02	185.13	167.37	213.53	135.42	164.99	138.59
transcript_1822	0	0	0	404.34	0	429.02	0	0	0	232.23	252.72	227.64	0	0	268.84
transcript_1823	9.56	9.76	14.67	3.44	15.54	36.53	14.78	7.22	10.16	9.44	4.89	6.62	1.09	6.6	11.44
transcript_1824	3.93	4.31	3.74	3.88	4.13	4.41	3.94	3.3	3.84	4.03	3.34	3.13	2.88	3.12	3.66
transcript_1825	0.13	0.39	0.3	0.13	0.06	0.19	0.15	0.15	0.11	0.16	0.05	0.22	0.03	0.08	0.11
transcript_1826	0	0.29	0	0	0	0	0.08	0.03	0	0.09	0	0	0	0.09	0.06
transcript_1827	0	0	0	13.69	0	0	2.03	0	24.41	0.13	13.16	26.1	28.65	16.51	5.97
transcript_1828	9.27	65.27	25.53	14.6	10.4	17.49	7.08	7.71	29.03	12.59	7	6.87	34.38	34.25	21.28
transcript_1829	140.31	441.31	85.83	1220.93	1060.59	73.49	831.23	191.66	105.42	183.37	111.59	122.09	637.78	103.92	204.69
transcript_183	28.56	64.7	25.61	38.45	26.72	41.41	27.77	28.75	27.09	33.39	30.19	17.38	41.83	44.69	30.75
transcript_1830	0	0.25	1.36	0.14	0.35	0.85	0.74	1.01	0.26	0.76	2.2	0.86	2	1.93	1.69
transcript_1831	6.03	5.8	5.57	4.51	11.31	5.21	8.67	7.82	5.31	2.54	8.48	1.97	6.64	8.72	8.72
transcript_1832	11.95	11.83	23.53	12.94	12.92	10.28	11.27	13.34	14.69	13.85	14.43	21.65	7.36	11.95	10.93
transcript_1833	2.21	1.99	1.87	1.98	4.28	2.16	3.05	3.3	4.45	4.21	3.51	1.95	3.89	2.68	2.44
transcript_1834	52.71	18.89	59.15	45.31	67.52	170.16	30.01	95.52	17.05	9.67	158.15	143.21	20.99	73.96	59.2
transcript_1835	18.23	13.39	19.02	13.3	14.27	11.52	11.89	15.23	14.25	9.99	15.63	12.95	24.3	20.03	19.33
transcript_1836	7.3	5.92	10.95	8.23	10.91	6.01	9.24	16.32	13.01	10.18	13.75	14.28	18.13	27.52	26.91
transcript_1837	7.54	7.55	10.33	8.46	6.8	5.55	6.21	4.72	6.57	8.23	5.03	4.31	3.01	2.75	5.44
transcript_1838	11.26	11.03	11.78	14.05	10	10.52	9.11	9.25	9.88	9.82	7.32	7.15	3.09	3.34	2.67
transcript_1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_184	8.1	12.9	11.07	4.75	4.29	7.71	9.58	4.28	5.35	7.21	5.53	2.88	4.24	3.36	6.05
transcript_1840	23.04	29.68	47.63	35.05	57.46	25.91	41.45	43.15	54.69	64.46	27.47	43.53	18.68	25.62	29.44
transcript_1841	7.88	7.29	11.84	8.57	9.67	5.96	8.71	17.55	13.87	10.72	14.66	13.66	17.45	21.4	29.63
transcript_1842	4.2	4.05	4.15	5.78	3.72	4.68	6.15	5.31	6.79	5.79	7.18	4.38	13.61	9.89	8.67
transcript_1843	43.38	47.06	51.24	36.76	35.43	35.42	40.59	38.12	35.08	30.71	25.79	40.93	26.82	24.57	31.44
transcript_1844	29.3	25.61	7.96	26.22	23.05	8.97	27.16	9.36	32.88	16.59	10.19	19.12	16.21	11.13	9.54
transcript_1845	34.31	70.98	66.07	46.13	47.6	185.26	165.68	132.56	145.45	211.24	124.38	42.81	39.67	34.54	88.2
transcript_1846	9.62	9.95	11.24	9.33	7.41	7.48	7.89	8.81	13.08	9.69	9.03	5.83	4.08	2.93	6.13
transcript_1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1848	52.43	68.69	61.38	61.97	54.16	58.08	60.07	72.38	66.47	85.03	74.31	66.73	83.47	86.57	86.87
transcript_1849	10.4	23.18	1.52	3.06	2.19	10.87	26.45	1.61	32.92	24.9	40.19	30.83	4	31.76	20.69
transcript_185	247.44	372.92	234.12	240.78	224.36	297.68	234.11	47.76	236.43	319.96	194.97	221.62	167.99	151.69	193.62
transcript_1850	1.92	2.17	3.38	2.14	2.39	2.13	2.34	3.12	2.38	1.93	2.36	1.29	0.96	1.52	1.1
transcript_1851	0	0.04	0	0.04	0.03	797.54	0.05	0.05	428.65	0.04	0	0	0.08	0.06	0.13
transcript_1852	7.99	7.73	8.79	6.66	5.39	7.44	4.34	5.41	4.98	6.93	4.41	6.42	5.63	3.59	5.31
transcript_1854	29.18	39.95	45.79	37.06	42.97	34.26	46.11	54.54	50.63	37.19	46.38	45.26	51.15	57.44	56.76
transcript_1855	37.44	49.54	52.69	24.94	30.01	30.86	40.43	22.39	27.66	26.47	45.65	22.49	26.21	13.77	20.12
transcript_1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1857	42.9	40.19	29.79	50.38	43.9	49.04	73.67	33.06	72.7	58.6	46.17	31.58	44.69	28.89	29.89
transcript_1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_186	59.97	72.06	65.69	102.17	153.01	97.61	174.81	131.24	114.77	104.26	165.14	119.08	154.55	107.3	93.97
transcript_1860	0	0	51.65	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1861	0	0	0.1	0	0.08	0	0	0	0	0.07	0.07	0	0	0.08	0.09
transcript_1862	5.11	4.09	8.04	4.6	8.15	4.7	6.31	9.76	7.36	5.54	10.02	6.45	14.58	10.58	8.72
transcript_1863	75.82	75.5	63.98	74.01	70.57	97.63	97.02	92.82	104.43	80.3	66.32	48.11	50.85	26.66	50.28
transcript_1864	0	542.69	0	0	404.27	391.52	0	340.85	0	381.29	0	0	255.3	0	281.03
transcript_1865	7.7	8.77	9.81	7.94	8.37	6.75	8.5	6.95	5.93	7.13	7.14	6.14	6.58	4.35	6.41
transcript_1866	3.25	4.49	6.15	4.03	5.99	4.53	6.59	9.34	7.67	4.97	6.43	6.68	8.52	12.95	10.41
transcript_1867	42.89	44.06	48.23	146.29	86.72	292	250.23	413.56	205.24	377.97	333.25	369.34	288.64	617.38	679.93
transcript_1868	0	1.99	0.14	0	2.23	0	0	0.4	1.21	1.8	1.84	3.72	12.07	14.82	3.55
transcript_1869	1.66	0.77	0.96	0.61	0.97	0.51	0.95	1.21	1.1	0.91	1.12	0.67	1.25	0.38	0.6
transcript_187	1.49	2.21	2.57	1.58	2.52	2.24	2.44	2.73	1.98	2.31	1.84	2.92	2.66	2.16	2.13
transcript_1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1871	58.72	19.25	1.56	20.78	1.83	39.48	1.95	2.04	1.42	4.21	2.67	9.16	16.98	1.81	8.04
transcript_1872	1.74	2.34	0.95	0.36	4.02	1.01	1.35	1.74	1.49	1.64	1.98	2.78	4.76	3.87	5.37
transcript_1873	12.58	12.39	14.78	12.64	13.06	11.09	10.83	11.91	11.8	15.3	7.16	11.95	7.3	8.24	14.48
transcript_1874	5.5	6.05	5.74	3.34	3.55	4.04	4.59	4.56	3.77	2.99	4.56	2.24	13.28	6.47	10.92
transcript_1875	19.11	356.38	23.25	292.69	355.7	11.68	15.92	264.7	235.13	7.87	261.39	350.56	308.11	269.55	18.13
transcript_1876	0.48	0.69	0.58	0.74	0.45	0.98	0.54	0.46	0.42	0.45	0.42	0.27	0.26	0.31	0.33
transcript_1877	0.76	0.27	0	3.3	6.09	6.87	3	355.44	1.9	421.67	12.88	491.46	1.3	5.55	265.26
transcript_1878	9.51	7.95	7.68	34.49	25.8	46.91	60.9	95.99	73.19	129.77	114.5	104.64	146.49	186.07	165.92
transcript_1879	9.34	9.7	21.3	10.63	14.1	19	9.12	19.87	24.85	11.33	21.94	11.08	3.71	6.15	13.44
transcript_1880	7.88	3.22	0.11	8.38	67.9	18.83	50.9	51.52	0.24	31.82	73.36	23.27	32.19	32.37	0.2
transcript_1881	95.03	0	752.99	0	0	0	0	0	0	0	0	0	0	276.01	0
transcript_1882	3.85	7.13	6.32	5.06	5.76	5.74	4.89	4.44	9.26	5.58	9.3	5.59	2.66	2.8	5.41
transcript_1883	7.55	10.25	12.75	8.93	13.65	9.5	8.6	8.54	9.36	9.01	7.6	8.13	4.52	3.37	6.94
transcript_1884	19.88	26.44	31.67	18	20.12	17.65	13.71	16.73	23.9	19.12	20.29	19.97	21.47	15.82	22.74
transcript_1885	127.68	81.74	157.72	76.49	64.21	82.61	27.13	88.08	86.37	50	28.84	60.64	42.52	25.07	69.98
transcript_1886	0	0.39	0.21	0	4.9	0	3.2	0	0	0	0	0	31.66	0	0
transcript_1887	6.8	5.14	9.47	8.43	13.67	3.27	2.64	7.24	3.23	4.01	4.07	35.71	25.42	35.02	2.37
transcript_1888	10.7	60.48	54.85	89.12	23.89	149.16	22.99	0	0	25.56	116.83	143.38	12.31	14.45	57.13
transcript_1889	0.64	1.09	1.71	4.57	6.08	7.79	9.54	14	38.87	21.68	405.86	12.57	5.01	9.17	15.4
transcript_189	6.57	7.71	7.85	8.35	7.82	9.7	6.31	8.33	7.42	8.93	7.83	7.31	6.04	4.45	7.02
transcript_1890	18.28	14.01	21.55	11.92	12.79	13.23	16.76	18.01	13.69	8.83	16.02	11.29	53.21	44.3	35.44
transcript_1891	6.98	5.59	8.04	5.17	5.93	4.58	5.81	5.07	5.2	5.31	5.5	5.59	3.71	4.43	4.42
transcript_1892	4.91	4.96	5.08	4.77	6.07	4.21	10.54	10.75	10.42	18.46	26.47	14.49	14.44	15.15	22.77
transcript_1893	32.48	29.28	47.48	44.02	44.26	35.93	33.99	43.7	38.57	34.77	42.62	36.21	36.12	51.14	49.83
transcript_1894	3.94	2.83	5.51	4.57	2.65	2.78	2.65	3.32	2.87	4.81	2.42	1.62	0.88	1.14	2.68
transcript_1895	63.68	79.08	93	74.23	78.15	63.08	55.06	55.46	60.38	95.41	62.73	57.94	42.51	40.05	46.95
transcript_1896	42.06	35.19	34.91	48.81	52.04	33.41	59.82	55.05	50.27	69.67	58.64	35.39	33.32	27.81	57.9
transcript_1897	60.49	64.67	77.64	77.98	84.61	66.12	67.44	85.62	70.24	69.59	74.19	76.33	76.7	85.75	96.79
transcript_1898	11.49	10.62	14.72	15.29	11.85	13.71	12.31	19.66	11.03	12.8	13.21	15.79	27.19	17.76	16.35
transcript_1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_19	23.49	77.91	65.89	18.67	24.4	34.37	30.87	29.43	12.62	9.86	10.02	13.68	9.27	21.89	21.9
transcript_190	5.62	9.61	3.95	5.52	7.54	20.31	13.47	18.66	12.73	3.27	5.93	11.66	7.12	12.27	9.03
transcript_1900	19.36	12.05	23.41	17.91	17.44	15.77	20.31	23.97	19.17	12.01	21.33	14.3	40.8	33.12	31.4
transcript_1901	5.91	7.24	7.38	6.53	7.54	6.15	5.29	6.85	6.34	3.45	6.09	4.85	6.56	4.68	5.81
transcript_1902	59.76	39.31	50.29	82.8	58.02	59.94	45.2	98.65	54.63	82.93	65.17	41.53	78.02	103.63	56.13
transcript_1903	31.82	49.3	70.07	69.14	50.75	22.34	42.19	37.7	24.31	71.76	81.8	46.33	34.42	18.97	27.33
transcript_1904	4.3	8.65	6.67	5.66	10.32	6.84	5.14	5.21	4.17	4.22	4.21	4.5	2.65	3.53	3.26
transcript_1905	0	0	0	0	0	0	0	0.07	0	0	0.05	0.06	0.03	0	0
transcript_1906	1.42	2.29	1.28	4.41	4.06	3.92	3.12	4.51	6.12	17	14.23	11.56	14.72	15.31	12.27
transcript_1907	255.84	119.32	122.69	143.79	115.68	116.47	283.99	117.24	103.19	112.27	240.7	91.24	202.85	109.59	240.93
transcript_1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1909	78.44	69.32	99.43	92.72	96.04	95.61	99.36	93.82	105.75	100.03	93.59	78.72	95.84	101.1	111.38
transcript_191	25.88	26.28	33.67	19.44	25.81	25.12	27.28	13.19	23.78	29.53	29.8	12.9	31.37	10.97	18.92
transcript_1910	22.33	23.42	23.42	18.92	19.8	17.92	17.44	18.39	23.93	20.91	15.94	17.96	7.97	6.81	9.21
transcript_1911	14.94	45.92	63.35	17.62	58.78	20.19	63.22	24	19.16	14.32	21.45	14.77	15.16	46.13	12.25
transcript_1912	6.99	13.82	7.45	8.52	13.56	12.75	5.17	17.5	5.61	3.59	4.52	3.12	5.17	5.71	10.35
transcript_1913	1.07	0.87	1.31	2.07	0.83	1.17	1.05	0.86	1.14	1.08	0.8	0.63	1.26	0.85	0.78
transcript_1914	0.08	144.38	22.08	971.99	0	1002.64	0	0	0.1	0	1.01	0	0	0	0
transcript_1916	5.17	3.04	3.63	10.96	2.84	2.52	3.07	4.05	3.71	2.97	3.62	1.17	3.43	0	1.82
transcript_1917	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1918	11.35	8.61	10.89	15.14	225.35	12.11	187.62	16.76	9.14	178.08	193.96	151.53	26.44	4.94	222.32
transcript_1919	13.76	22.82	19.24	15.47	15.3	13.38	11.79	15.04	13.16	11.99	14.78	8.8	6.76	8.79	8.91
transcript_192	22.29	0	19.36	0	0	34	32.37	0	0	10.47	0	0	0	0	16.29
transcript_1920	15.16	3.35	20.31	13.06	3.63	2.09	16.92	3.62	22.53	2.27	16.54	19.48	2.17	10.08	1.81
transcript_1921	19.59	30.67	30.05	26.64	32.59	33.68	27.74	23.76	28.61	25.77	24.9	27.73	22.27	23.74	22.51
transcript_1922	1525.27	2061.8	1323.46	0.04	1401.21	1561.63	1024.77	0	0	1220.74	0	1152.06	557.89	953.18	1110.62
transcript_1923	10.55	10.33	9.75	8.97	10.27	10.9	8.06	11.5	8.81	9.08	8.82	7.03	7.47	7.39	9.96
transcript_1924	10.56	9.15	11.92	10.55	8.96	7.03	6.92	6.92	8.67	6.73	7.55	5.95	4.08	2.78	4.24
transcript_1925	9.48	0.45	124.01	1.39	16.56	1.95	24.46	0	0.22	48.25	6.13	0	18.92	26.97	4.36
transcript_1926	0.74	1	0	1.6	6.72	6.97	0	0	0	0	0.79	1.15	0	0	1.91
transcript_1927	41.61	31.34	51.09	45.18	32.59	30.55	29.75	38.15	42.7	43.49	28.94	28.86	23.59	22.57	33.28
transcript_1928	5.95	6.02	8.33	5.37	5.6	6.16	5.27	4.42	6.22	7.08	5.7	3.36	5.83	4.56	6.05
transcript_1929	22.2	22.98	33.13	19.46	23.41	21.19	17.19	19.3	18.05	23.56	17.87	14.89	10.65	8.86	10.75
transcript_193	0.81	2.62	1.24	2.4	2.28	2.55	7.27	13.53	4.94	20.78	31.72	25.05	92.51	94.97	117.07
transcript_1930	10.44	8.98	11.61	10.65	5.89	10.12	12.46	17.63	13.35	16.72	11.76	16.15	6.73	9.55	11.07
transcript_1931	43.51	50.58	104.24	93.54	69.04	80.76	91.47	109.37	110.63	88.26	76.5	53.48	141.29	128.16	108.91
transcript_1932	33.84	0	42.93	34.34	33.71	27.3	0	35.77	0	0	30.06	28.88	18.48	20.94	27.18
transcript_1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1934	0	0.06	0	0.1	0.18	0	0	0	0	0.19	0	0	0	0.06	0.07
transcript_1935	0	0	0.06	0.03	0.03	1.31	4.05	4.05	0.09	2.42	0.93	5.14	18.22	61.31	5.75
transcript_1936	42.33	70.69	20.73	65.4	74.21	25.41	55.98	28.4	16.43	11.09	19.12	31.58	20.55	5.11	6.6
transcript_1937	0	0	0	182.15	0	200.27	0	0	0	31.64	0	0	0	0	21.11
transcript_1938	3.23	4.01	3.67	3.53	3.89	4.68	4.36	4.67	4.17	3.77	5.13	3.86	7.46	5.99	6.95
transcript_1939	14.15	9.79	15.46	14.44	21.27	17.26	12.39	9.28	15.43	22.39	14.7	13.26	4.68	3.5	7.8
transcript_194	26.17	24.41	29.74	25.48	21.08	24.79	19.25	14.88	17.56	23.89	17.22	16.41	10.13	7.16	14.4
transcript_1940	6.4	5.2	8.58	6.2	8.08	5.85	6.62	9.42	10.99	14.46	11.13	13.31	7.05	6.42	10.01
transcript_1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1942	0	0	1.18	4.02	4.92	2.31	1.65	12.31	6.17	1.09	8.99	16.05	2.81	15.08	5.15
transcript_1943	5.45	2.77	3.34	1.75	1.76	0.7	1.43	1.89	5.54	2.49	2.99	1.62	1.21	3.38	2.32
